"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000000722744","(원어민도 깜짝 놀란) 기적의 한글 영어","장춘화","윈타임즈","2015","9791185651637","7","2"
"000000157536","(위기탈출) 넘버원 .24 ,남극 대륙 편 - 황제펭귄을 구출하라","에듀코믹 구성","밝은미래","2012","9788965461005","3","2"
"000000785728","(유럽의 첫 번째 태양,) 스페인 :처음 만나는 스페인의 역사와 전설 =El primer sol de Europa, Espa?a","서희석","을유문화사","2015","9788932473222","9","2"
"000001611134","(유학 없이 100% 유창해지는) 하루 10분 영어 혼잣말의 기적","임근영 지음","시원스쿨닷컴 : 에스제이더블유인터내셔널","2023","9791161506708","7","2"
"000000004483","(유홍준의) 한국미술사 강의 .1 ,선사 삼국 발해 =Story of Korean art","유홍준 지음","눌와","2010","9788990620446","6","2"
"000001277831","(은밀하고 위대한) 식물의 감각법 :식물은 어떻게 세상을 느끼고 기억할까?","대니얼 샤모비츠 지음","다른","2019","9791156332206","4","2"
"000001627551","(의미 단위 순서로 나열하기만 해도 영어가 되는) 의미순 영문법 도감","타치노 아키라 지음","더북에듀: The 북","2023","9791197618550","7","2"
"000001295712","(이 정도는 알아야 할) 정치의 상식 :내 생애 첫 정치학개론","신동기 지음","M31","2019","9791196282677","3","2"
"000001646083","(이디엄으로 배우는) 찐 미국 사람 영어회화 :미국 문화 + 문법 + 슬랭 + 콩글리시 섀도잉 최적화 영어 학습서","로라 지음","바이링구얼","2021","9791185980393","7","2"
"000001037046","(이럴땐 이렇게) 자수 무엇이든 Q&A :독자들이 가장 궁금해 하는 자수의 36가지 질문과 그 해결 방법","일본보그사 편","한스미디어 : 한즈미디어","2016","9791160070668","6","2"
"000000990244","(이연식의) 서양 미술사 산책","이연식 지음","은행나무","2017","9788956600499","6","2"
"000001650682","(이원복 교수의) 와인의 세계, 세계의 와인 .1 ,와인의 세계","이원복 글?그림","김영사","2023","9788934965879","5","2"
"000001642219","(이은경쌤의) 요즘 초등 어휘 :최신 시사","이은경","상상아카데미","2023","9791193379004","3","2"
"000001334440","(이익) 성호사설 :미래의 글로벌 리더들이 꼭 읽어야 할 인문고전을 만화로 만나다","김태완 글","주니어김영사: 김영사","2019","9788934994381","0","2"
"000001485741","(이한우의) 주역 :시대를 초월한 리더십 교과서 .[2] ,상경","이한우 옮기고 풂","21세기북스: 북이십일","2020","9788950991937","1","2"
"000001485740","(이한우의) 주역 :시대를 초월한 리더십 교과서 .[3] ,하경","이한우 옮기고 풂","21세기북스: 북이십일","2020","9788950991944","1","2"
"000001648681","(이현석의) 입이 트이는 영어, 최고의 스피킹 60 .[3] ,취미생활 편","이현석 지음","EBS Books: 한국교육방송공사(EBS)","2023","9788954777513","7","2"
"000000084201","(이현세 만화) 세계사 넓게 보기 .3 ,동아시아 문화권의 형성","강주현","녹색지팡이","2008","9788991481602","9","2"
"000000376897","(이현세) 만화 삼국지 .2 ,칼끝은 낙양으로","글?그림: 이현세","녹색지팡이&프레스","2013","9788994780610","8","2"
"000000376895","(이현세) 만화 삼국지 .4 ,의를 향한 길 천리","글?그림: 이현세","녹색지팡이&프레스","2013","9788994780634","8","2"
"000000376894","(이현세) 만화 삼국지 .5 ,세 번 찾아 용을 일으키다","이현세 [글?그림]","녹색지팡이: 녹색지팡이&프레스","2013","9788994780641","8","2"
"000000376885","(이현세) 만화 삼국지 .6 ,아, 불타는 장강이여","글?그림: 이현세","녹색지팡이&프레스","2013","9788994780658","8","2"
"000001396735","(인류 문명의 보물) 고대 그리스 :전 세계의 박물관 소장품에서 선정한 유물로 읽는 문명 이야기","데이비드 마이클 스미스 지음","BM성안북스","2020","9788970673776","9","2"
"000001642222","(인생처음) 철학 공부 :소크라테스부터 쇼펜하우어와 니체까지 형이상학부터 유머의 철학까지 세상의 모든 철학 지식","폴 클라인먼 지음","현대지성","2023","9791139716054","1","2"
"000000036591","(일러스트) 연금술사 :파울로 코엘료 장편소설","파울로 코엘료 지음","문학동네","2011","8954600565","8","2"
"000000815347","(일러스트로 읽는) 인상파 화가들 =Impressionnistes","스기마타 미호코 지음","어젠다","2016","9788997712229","6","2"
"000001634185","(일본어 능력시험에 꼭! 나오는) 필수 일본어 단어집","강진형 지음","Jplus(제이플러스)","2023","9791156012108","7","2"
"000001591920","(읽기만 해도 이과적 사고가 머리에 심어지는) 수학 독습법","도미시마 유스케 지음","지상사: 청홍","2023","9788965020059","4","2"
"000001652438","(읽다 보면 저절로 알게 되는) 신비한 높임말 사전","이수인 글?그림","파란정원","2021","9791158681982","7","2"
"000001462573","(읽으면서 바로 써먹는) 어린이 명심보감","한날 글?그림","파란정원","2020","9791158681791","1","2"
"000001334594","(읽으면서 바로 써먹는) 어린이 사자소학","이수인 글?그림","파란정원: 책먹는아이","2019","9791158681630","1","2"
"000001389381","(임원경제지) 유예지 :교양?기예 백과사전 .2 ,권3?글씨 권4?그림(상) 권5?그림(하)","서유구 지음","풍석문화재단","2017","9791196004637","6","2"
"000001221408","(자르지 않고 한 장으로 접는) 곤충 종이접기 :Muneji Fuchimoto insect origami book","후지모토 무네지 [저]","봄봄스쿨","2018","9791158951252","6","2"
"000001521687","(잘난 척하고 싶을 때 써먹기 좋은) 잡학상식 :1일 1상식 앤드류의 5분 대백과사전","앤드류 지음","경향BP: 경향비피","2021","9788969524829","0","2"
"000000009919","(장인석의) 음향입문 =the Basics of sound Engineering","장인석 지음","Srmusic","2012","9788997185108","5","2"
"000000989832","(재미있는 우리 사찰의) 벽화이야기","권영한 지음","전원문화사","2017","9788933311295","6","2"
"000001236870","(재밌어서 밤새 읽는) 수학 이야기 .[2] ,프리미엄 편","사쿠라이 스스무 지음","더숲","2018","9791186900611","4","2"
"000001407471","(재밌어서 밤새 읽는) 수학 이야기 .[3] ,베스트 편","사쿠라이 스스무 지음","더숲","2020","9791190357333","4","2"
"000001630192","(잼잼 쉬운) 여행 일본어 :아주 쉽게 따라하는 여행 일본어의 모든 것","서지위","반석출판사","2023","9788971729731","7","2"
"000001628888","(잼잼 쉬운) 영어 첫걸음 :아주 쉽게 따라하는 영어 표현의 모든 것","이원준 저","반석출판사","2023","9788971729700","7","2"
"000001628889","(잼잼 쉬운) 일본어 첫걸음 :아주 쉽게 따라하는 일본어 표현의 모든 것","이원준 저","반석출판사","2023","9788971729717","7","2"
"000000824843","(저학년을 위한) 레 미제라블","빅토르 위고 [지음]","아테나(athena)","2016","9791186316030","8","2"
"000000895445","(점토와 레진으로 만드는) fake sweets art","박향미","서우미디어","2016","9791186859025","6","2"
"000001472830","(정선) 디가 니까야","이중표 역해","불광출판사","2019","9788974796693","2","2"
"000001321000","(정신 위에 지은 공간,) 한국의 서원 :어떻게 살고 어떻게 죽을 것인가","김희곤 지음","미술문화","2019","9791185954509","5","2"
"000000011580","(정신과 의사가 붓다에게 배운) 마음치료 이야기 :당신의 불안한 마음에 대한 정신의학적 지침서","전현수 지음","불광출판사","2011","9788974795795","2","2"
"000001590819","(정재승의) 인류 탐험 보고서 .5 ,용감한 전사 네안데르탈인","차유진","아울북: 북이십일","2022","9788950996543","4","2"
"000001627745","(정재승의) 인류 탐험 보고서 .6 ,지구 최고의 라이벌","차유진","아울북: 북이십일","2023","9788950996550","4","2"
"000001653856","(제로니모의) 환상모험 .1 ,쥐라기로 떠나는 시간 여행","제로니모 스틸턴 글","이퍼블릭","2023","9791169516853","8","2"
"000000309166","(조관희 교수의) 중국현대사 강의 :신해혁명부터 홍콩 반환까지","조관희 지음","궁리","2013","9788958202189","9","2"
"000001563104","(조문으로 보는 용어정리) 물권법","김묘엽 저","로앤오더(Law&Order)","2021","9791162671535","3","2"
"000001340561","(조문으로 보는 용어정리) 채권법","김묘엽 [저]","로앤오더(Law&Order)","2019","9791162670606","3","2"
"000001367285","(조선의 으뜸 화가) 김홍도","원재길 글","웅진주니어: 웅진씽크빅","2014","9788901165424","9","2"
"000000014105","(조용헌의) 동양학 강의 .1 ,인사편","조용헌 지음","랜덤하우스코리아","2010","9788925538655","1","2"
"000001645732","(조향사가 들려주는) 향기로운 식물도감 :38명의 조향사, 528가지 향수, 71가지 식물 이야기","프레디 고즐랑","도원사","2023","9791197158636","5","2"
"000001389451","(주택 설계 쉬워진다) 「단면 상세도」로 철저하게 배우는 주택설계 :목조주택 .[2] ,목조편","나카야마 시게노부","MGHbooks(엠지에이치북스)","2018","9791186655504","5","2"
"000001344364","(줄리언 반스의) 아주 사적인 미술 산책","줄리언 반스 지음","다산책방 : 다산북스","2019","9791130625829","6","2"
"000000933023","(중단기) 新HSK 단어장 :보기만 해도 저절로 외워지는 중국어 기초 단어장 ,1-4급","남미숙 저","중단기","2017","9791156179320","7","2"
"000001005054","(중학 수학 3년 개념을 꿰뚫는) EBS 중학 수학 사전 :Math","심진경","가나문화콘텐츠: 가나출판사","2017","9788957369142","4","2"
"000001549576","(지금 시작하는) 그리스 로마 신화 :유럽의 문화와 예술을 깊이 이해하기 위한 필독서 =The Greek&Roman mythology","양승욱 지음","탐나는책","2022","9791189550585","2","2"
"000001516895","(지장 신앙의 성립과) 고려불화 지장보살도 :지장 신앙의 흐름과 도상의 탄생","자현 지음","불광출판사","2021","9788974799441","6","2"
"000000995361","(지적이고 아름다운 삶을 위한) 라틴어 수업","한동일 지음","흐름출판","2017","9788965962205","7","2"
"000000335978","(진중권) 미학 에세이","지은이: 진중권","한겨레출판","2013","9788984317390","6","2"
"000001476273","(진짜 진짜 쉬운) 아이패드 드로잉 :무작정 따라하기","난희 지음","길벗","2021","9791165213893","6","2"
"000001574648","(진짜 진짜 재밌는) 자동차 그림책 :그림으로 배우는 신기한 지식 백과","리처드 드렛지 지음","라이카미","2022","9791190808637","5","2"
"000001302985","(진짜 진짜 재밌는) 전투기 그림책 :세밀화로 만나는 53대의 전투기!!","토마스 뉴딕 지음","부즈펌어린이 : 부즈펌","2018","9791187504566","5","2"
"000001302996","(찰리9세와) 미스터리 사건 탐험대 .1 ,한밤중 놀이공원 =The incredible case files : the amusement park at midnight","레온 이미지 글?그림","다락원","2018","9788927747178","8","2"
"000001302997","(찰리9세와) 미스터리 사건 탐험대 .2 ,오래된 성의 유령 공작 =The incredible case files : the ancient castle adventure","레온 이미지 글?그림","다락원","2018","9788927747185","8","2"
"000001570278","(찰리9세와) 미스터리 사건 탐험대 .3 ,해적왕의 비밀 =The incredible case files : the pirate king's secret treasure","레온 이미지 글?그림","다락원","2019","9788927747192","8","2"
"000001334552","(찰리9세와) 미스터리 사건 탐험대 .4 ,울부짖는 탄광 마을 =The incredible case files : a crazy rush in dark mine","레온 이미지 글?그림","다락원","2019","9788927747437","8","2"
"000000657492","(찰스 디킨스의) 영국사 산책 :세계 대문호와 함께 2천 년 영국 역사를 걷다","찰스 디킨스 지음","옥당: 옥당북스","2014","9788993952575","9","2"
"000001642382","(처음 떠나는) 시공간 여행","스테판 다스콜리","북스힐","2023","9791159715051","4","2"
"000001513598","(처음 만나는) 회로이론","방성완 지음","한빛아카데미","2021","9791156645474","5","2"
"000001522861","(처음 읽는) 2차전지 이야기 :탄생부터 전망, 원리부터 활용까지 전지에 관한 거의 모든 것!","시라이시 다쿠 지음","플루토","2021","9791188569274","5","2"
"000001653192","(처음 읽는) 그리스 로마 신화 .10 ,재주 많은 신과 인간들 =First Greek mythology","최설희 글","Mirae N 아이세움 : 미래엔","2023","9791168415744","2","2"
